"School_Name","Region","Salary_Type","Salary"
"Bowdoin College","Northeastern","Mid_Career_50th_Percentile_Salary",107000
"College of the Holy Cross","Northeastern","Mid_Career_50th_Percentile_Salary",106000
"Stevens Institute of Technology","Northeastern","Mid_Career_50th_Percentile_Salary",105000
"Lehigh University","Northeastern","Mid_Career_50th_Percentile_Salary",105000
"Swarthmore College","Northeastern","Mid_Career_50th_Percentile_Salary",104000
"Boston College","Northeastern","Mid_Career_50th_Percentile_Salary",103000
"Williams College","Northeastern","Mid_Career_50th_Percentile_Salary",102000
"Villanova University","Northeastern","Mid_Career_50th_Percentile_Salary",101000
"Fordham University","Northeastern","Mid_Career_50th_Percentile_Salary",99900
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_50th_Percentile_Salary",97900
"Wentworth Institute of Technology","Northeastern","Mid_Career_50th_Percentile_Salary",96700
"Bates College","Northeastern","Mid_Career_50th_Percentile_Salary",96500
"Binghamton University","Northeastern","Mid_Career_50th_Percentile_Salary",95900
"Union College","Northeastern","Mid_Career_50th_Percentile_Salary",95800
"New York University (NYU)","Northeastern","Mid_Career_50th_Percentile_Salary",95600
"Vassar College","Northeastern","Mid_Career_50th_Percentile_Salary",94600
"Middlebury College","Northeastern","Mid_Career_50th_Percentile_Salary",94200
"Mount Holyoke College","Northeastern","Mid_Career_50th_Percentile_Salary",94200
"Boston University","Northeastern","Mid_Career_50th_Percentile_Salary",93900
"Drexel University","Northeastern","Mid_Career_50th_Percentile_Salary",93500
"St. John's University, New York","Northeastern","Mid_Career_50th_Percentile_Salary",93400
"Long Island University","Northeastern","Mid_Career_50th_Percentile_Salary",93200
"Stony Brook University","Northeastern","Mid_Career_50th_Percentile_Salary",93000
"Franklin and Marshall College","Northeastern","Mid_Career_50th_Percentile_Salary",92800
"Hofstra University","Northeastern","Mid_Career_50th_Percentile_Salary",92700
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_50th_Percentile_Salary",92200
"Rutgers University","Northeastern","Mid_Career_50th_Percentile_Salary",91800
"Pratt Institute","Northeastern","Mid_Career_50th_Percentile_Salary",89900
"Pace University","Northeastern","Mid_Career_50th_Percentile_Salary",89700
"Seton Hall University","Northeastern","Mid_Career_50th_Percentile_Salary",89200
"Rider University","Northeastern","Mid_Career_50th_Percentile_Salary",88900
"University of Connecticut (UConn)","Northeastern","Mid_Career_50th_Percentile_Salary",88800
"Providence College","Northeastern","Mid_Career_50th_Percentile_Salary",88600
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_50th_Percentile_Salary",88200
"Ithaca College","Northeastern","Mid_Career_50th_Percentile_Salary",87400
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_50th_Percentile_Salary",86600
"Northeastern University","Northeastern","Mid_Career_50th_Percentile_Salary",86400
"Syracuse University","Northeastern","Mid_Career_50th_Percentile_Salary",85900
"Colby College","Northeastern","Mid_Career_50th_Percentile_Salary",85800
"Gettysburg College","Northeastern","Mid_Career_50th_Percentile_Salary",85800
"Pennsylvania State University (PSU)","Northeastern","Mid_Career_50th_Percentile_Salary",85700
"University of Rhode Island (URI)","Northeastern","Mid_Career_50th_Percentile_Salary",85300
"Siena College","Northeastern","Mid_Career_50th_Percentile_Salary",85200
"La Salle University (Philadelphia)","Northeastern","Mid_Career_50th_Percentile_Salary",84700
"Rochester Institute of Technology (RIT)","Northeastern","Mid_Career_50th_Percentile_Salary",84600
"Duquesne University","Northeastern","Mid_Career_50th_Percentile_Salary",84400
"State University of New York (SUNY) at Farmingdale","Northeastern","Mid_Career_50th_Percentile_Salary",84200
"Smith College","Northeastern","Mid_Career_50th_Percentile_Salary",83900
"Hamilton College","Northeastern","Mid_Career_50th_Percentile_Salary",83700
"Wellesley College","Northeastern","Mid_Career_50th_Percentile_Salary",83500
"Widener University","Northeastern","Mid_Career_50th_Percentile_Salary",83400
"University of New Haven","Northeastern","Mid_Career_50th_Percentile_Salary",82900
"Dowling College","Northeastern","Mid_Career_50th_Percentile_Salary",82800
"University of Vermont (UVM)","Northeastern","Mid_Career_50th_Percentile_Salary",82700
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_50th_Percentile_Salary",81700
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_50th_Percentile_Salary",81300
"Fashion Institute of Technology","Northeastern","Mid_Career_50th_Percentile_Salary",81000
"Philadelphia University","Northeastern","Mid_Career_50th_Percentile_Salary",80300
"Ursinus College","Northeastern","Mid_Career_50th_Percentile_Salary",80000
"Adelphi University","Northeastern","Mid_Career_50th_Percentile_Salary",79200
"Juniata College","Northeastern","Mid_Career_50th_Percentile_Salary",78900
"Fairleigh Dickinson University","Northeastern","Mid_Career_50th_Percentile_Salary",78700
"University of New Hampshire (UNH)","Northeastern","Mid_Career_50th_Percentile_Salary",78300
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_50th_Percentile_Salary",78200
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_50th_Percentile_Salary",77800
"University of Massachusetts (UMass) - Dartmouth","Northeastern","Mid_Career_50th_Percentile_Salary",77700
"State University of New York (SUNY) at Oneonta","Northeastern","Mid_Career_50th_Percentile_Salary",76700
"Quinnipiac University","Northeastern","Mid_Career_50th_Percentile_Salary",76500
"State University of New York (SUNY) at Plattsburgh","Northeastern","Mid_Career_50th_Percentile_Salary",76200
"Sacred Heart University","Northeastern","Mid_Career_50th_Percentile_Salary",75300
"Skidmore College","Northeastern","Mid_Career_50th_Percentile_Salary",74600
"Moravian College","Northeastern","Mid_Career_50th_Percentile_Salary",74400
"Penn State - Harrisburg","Northeastern","Mid_Career_50th_Percentile_Salary",74000
"Suffolk University","Northeastern","Mid_Career_50th_Percentile_Salary",74000
"Fitchburg State College","Northeastern","Mid_Career_50th_Percentile_Salary",72600
"Roger Williams University","Northeastern","Mid_Career_50th_Percentile_Salary",72300
"University Of Maine","Northeastern","Mid_Career_50th_Percentile_Salary",72100
"State University of New York (SUNY) at Potsdam","Northeastern","Mid_Career_50th_Percentile_Salary",70300
"Niagara University","Northeastern","Mid_Career_50th_Percentile_Salary",69700
"State University of New York (SUNY) at Fredonia","Northeastern","Mid_Career_50th_Percentile_Salary",66200
"University of Southern Maine","Northeastern","Mid_Career_50th_Percentile_Salary",63600
"Mercy College","Northeastern","Mid_Career_50th_Percentile_Salary",62600
"Stanford University","California","Mid_Career_75th_Percentile_Salary",184000
"California Institute of Technology (CIT)","California","Mid_Career_75th_Percentile_Salary",161000
"Harvey Mudd College","California","Mid_Career_75th_Percentile_Salary",180000
"University of California, Berkeley","California","Mid_Career_75th_Percentile_Salary",149000
"Occidental College","California","Mid_Career_75th_Percentile_Salary",157000
"Cal Poly San Luis Obispo","California","Mid_Career_75th_Percentile_Salary",133000
"University of California at Los Angeles (UCLA)","California","Mid_Career_75th_Percentile_Salary",139000
"University of California, San Diego (UCSD)","California","Mid_Career_75th_Percentile_Salary",131000
"Pomona College","California","Mid_Career_75th_Percentile_Salary",161000
"University of Southern California (USC)","California","Mid_Career_75th_Percentile_Salary",140000
"University of California, Davis","California","Mid_Career_75th_Percentile_Salary",135000
"University of California, Irvine (UCI)","California","Mid_Career_75th_Percentile_Salary",123000
"San Jose State University (SJSU)","California","Mid_Career_75th_Percentile_Salary",122000
"University of California, Santa Barbara (UCSB)","California","Mid_Career_75th_Percentile_Salary",129000
"California State University (CSU), Chico","California","Mid_Career_75th_Percentile_Salary",122000
"California State University, Fullerton (CSUF)","California","Mid_Career_75th_Percentile_Salary",119000
"San Francisco State University (SFSU)","California","Mid_Career_75th_Percentile_Salary",114000
"San Diego State University (SDSU)","California","Mid_Career_75th_Percentile_Salary",116000
"California State University, Long Beach (CSULB)","California","Mid_Career_75th_Percentile_Salary",113000
"California State University, East Bay (CSUEB)","California","Mid_Career_75th_Percentile_Salary",115000
"University of California, Santa Cruz (UCSC)","California","Mid_Career_75th_Percentile_Salary",121000
"California State University, Sacramento (CSUS)","California","Mid_Career_75th_Percentile_Salary",111000
"University of California, Riverside (UCR)","California","Mid_Career_75th_Percentile_Salary",109000
"California State University, Northridge (CSUN)","California","Mid_Career_75th_Percentile_Salary",108000
"California State University, Dominguez Hills (CSUDH)","California","Mid_Career_75th_Percentile_Salary",92200
"California State University (CSU), Stanislaus","California","Mid_Career_75th_Percentile_Salary",94100
"Humboldt State University","California","Mid_Career_75th_Percentile_Salary",94400
"Thomas Aquinas College","California","Mid_Career_75th_Percentile_Salary",93100
"Colorado School of Mines","Western","Mid_Career_75th_Percentile_Salary",142000
"University of Colorado - Boulder (UCB)","Western","Mid_Career_75th_Percentile_Salary",128000
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Mid_Career_75th_Percentile_Salary",123000
"Brigham Young University (BYU)","Western","Mid_Career_75th_Percentile_Salary",119000
"University of Arizona","Western","Mid_Career_75th_Percentile_Salary",117000
"University of Washington (UW)","Western","Mid_Career_75th_Percentile_Salary",115000
"Washington State University (WSU)","Western","Mid_Career_75th_Percentile_Salary",113000
"University of Colorado - Denver","Western","Mid_Career_75th_Percentile_Salary",105000
"Arizona State University (ASU)","Western","Mid_Career_75th_Percentile_Salary",114000
"Oregon State University (OSU)","Western","Mid_Career_75th_Percentile_Salary",113000
"University of Utah","Western","Mid_Career_75th_Percentile_Salary",116000
"University of Nevada, Reno (UNR)","Western","Mid_Career_75th_Percentile_Salary",113000
"Seattle University","Western","Mid_Career_75th_Percentile_Salary",110000
"University of Idaho","Western","Mid_Career_75th_Percentile_Salary",104000
"University of New Mexico (UNM)","Western","Mid_Career_75th_Percentile_Salary",105000
"University of Puget Sound","Western","Mid_Career_75th_Percentile_Salary",104000
"Colorado College (CC)","Western","Mid_Career_75th_Percentile_Salary",148000
"Reed College","Western","Mid_Career_75th_Percentile_Salary",101000
"Whitman College","Western","Mid_Career_75th_Percentile_Salary",111000
"New Mexico State University","Western","Mid_Career_75th_Percentile_Salary",102000
"Colorado State University (CSU)","Western","Mid_Career_75th_Percentile_Salary",112000
"University of Wyoming (UW)","Western","Mid_Career_75th_Percentile_Salary",105000
"Utah State University","Western","Mid_Career_75th_Percentile_Salary",101000
"University of Oregon","Western","Mid_Career_75th_Percentile_Salary",117000
"Montana State University - Bozeman","Western","Mid_Career_75th_Percentile_Salary",111000
"Gonzaga University","Western","Mid_Career_75th_Percentile_Salary",103000
"University of Hawaii","Western","Mid_Career_75th_Percentile_Salary",104000
"Western Washington University","Western","Mid_Career_75th_Percentile_Salary",99200
"Regis University","Western","Mid_Career_75th_Percentile_Salary",94800
"Idaho State University","Western","Mid_Career_75th_Percentile_Salary",101000
"University of Alaska, Anchorage","Western","Mid_Career_75th_Percentile_Salary",99300
"Lewis & Clark College","Western","Mid_Career_75th_Percentile_Salary",104000
"University of Montana","Western","Mid_Career_75th_Percentile_Salary",96400
"University of Nevada, Las Vegas (UNLV)","Western","Mid_Career_75th_Percentile_Salary",100000
"Portland State University (PSU)","Western","Mid_Career_75th_Percentile_Salary",94400
"Eastern Washington University","Western","Mid_Career_75th_Percentile_Salary",93100
"Fort Lewis College","Western","Mid_Career_75th_Percentile_Salary",94000
"Boise State University (BSU)","Western","Mid_Career_75th_Percentile_Salary",87500
"Utah Valley State College","Western","Mid_Career_75th_Percentile_Salary",84900
"Evergreen State College","Western","Mid_Career_75th_Percentile_Salary",91600
"Southern Utah University","Western","Mid_Career_75th_Percentile_Salary",78400
"Montana State University - Billings","Western","Mid_Career_75th_Percentile_Salary",78500
"University of Notre Dame","Midwestern","Mid_Career_75th_Percentile_Salary",163000
"University Of Chicago","Midwestern","Mid_Career_75th_Percentile_Salary",174000
"Carleton College","Midwestern","Mid_Career_75th_Percentile_Salary",141000
"Illinois Institute of Technology (IIT)","Midwestern","Mid_Career_75th_Percentile_Salary",121000
"Case Western Reserve University","Midwestern","Mid_Career_75th_Percentile_Salary",123000
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Mid_Career_75th_Percentile_Salary",132000
"Northwestern University","Midwestern","Mid_Career_75th_Percentile_Salary",144000
"University of Missouri - Rolla (UMR)","Midwestern","Mid_Career_75th_Percentile_Salary",122000
"South Dakota School of Mines & Technology","Midwestern","Mid_Career_75th_Percentile_Salary",122000
"University of Michigan","Midwestern","Mid_Career_75th_Percentile_Salary",128000
"Purdue University","Midwestern","Mid_Career_75th_Percentile_Salary",121000
"Marquette University","Midwestern","Mid_Career_75th_Percentile_Salary",121000
